groupe,modèle,mode,temps,formes,personne
-ir,haïr,indicatif,imparfait,il haïssait,il
-ir,haïr,indicatif,imparfait,nous haïssions,nous
-ir,haïr,indicatif,imparfait,vous haïssiez,vous
-ir,haïr,indicatif,imparfait,elles haïssaient,elles
-ir,haïr,indicatif,passé composé,j'ai haï,je
-ir,haïr,indicatif,passé composé,tu as haï,tu
-ir,haïr,indicatif,passé composé,il a haï,il
-ir,haïr,indicatif,passé composé,nous avons haï,nous
-ir,haïr,indicatif,passé composé,vous avez haï,vous
-ir,haïr,indicatif,passé composé,elles ont haï,elles
-ir,haïr,indicatif,plus-que-parfait,j'avais haï,je
-ir,haïr,indicatif,plus-que-parfait,tu avais haï,tu
-ir,haïr,indicatif,plus-que-parfait,elle avait haï,elle
-ir,haïr,indicatif,plus-que-parfait,nous avions haï,nous
-ir,haïr,indicatif,plus-que-parfait,vous aviez haï,vous
-ir,haïr,indicatif,plus-que-parfait,ils avaient haï,ils
-ir,haïr,indicatif,futur simple,je haïrai,je
-ir,haïr,indicatif,futur simple,tu haïras,tu
-ir,haïr,indicatif,futur simple,il haïra,il
-ir,haïr,indicatif,futur simple,nous haïrons,nous
-ir,haïr,indicatif,futur simple,vous haïrez,vous
-ir,haïr,indicatif,futur simple,elles haïront,elles
-ir,haïr,indicatif,passé simple,je haïs,je
-ir,haïr,indicatif,passé simple,tu haïs,tu
-ir,haïr,indicatif,passé simple,elle haït,elle
-ir,haïr,indicatif,passé simple,nous haïmes,nous
-ir,haïr,indicatif,passé simple,vous haïtes,vous
-ir,haïr,indicatif,passé simple,ils haïrent,ils
-ir,haïr,subjonctif,présent,je haïsse,je
-ir,haïr,subjonctif,présent,tu haïsses,tu
-ir,haïr,subjonctif,présent,il haïsse,il
-ir,haïr,subjonctif,présent,nous haïssions,nous
-ir,haïr,subjonctif,présent,vous haïssiez,vous
-ir,haïr,subjonctif,présent,elles haïssent,elles
-ir,haïr,subjonctif,imparfait,je haïsse,je
-ir,haïr,subjonctif,imparfait,tu haïsses,tu
-ir,haïr,subjonctif,imparfait,elle haït,elle
-ir,haïr,subjonctif,imparfait,nous haïssions,nous
-ir,haïr,subjonctif,imparfait,vous haïssiez,vous
-ir,haïr,subjonctif,imparfait,ils haïssent,ils
-ir,haïr,subjonctif,passé,j'aie haï,je
-ir,haïr,subjonctif,passé,tu aies haï,tu
-ir,haïr,subjonctif,passé,il ait haï,il
-ir,haïr,subjonctif,passé,nous ayons haï,nous
-ir,haïr,subjonctif,passé,vous ayez haï,vous
-ir,haïr,subjonctif,passé,elles aient haï,elles
-ir,haïr,subjonctif,plus-que-parfait,j'eusse haï,je
-ir,haïr,subjonctif,plus-que-parfait,tu eusses haï,tu
-ir,haïr,subjonctif,plus-que-parfait,elle eût haï,elle
-ir,haïr,subjonctif,plus-que-parfait,nous eussions haï,nous
-ir,haïr,subjonctif,plus-que-parfait,vous eussiez haï,vous
-ir,haïr,subjonctif,plus-que-parfait,ils eussent haï,ils
-ir,acquérir,indicatif,présent,j'acquiers,je
-ir,acquérir,indicatif,présent,tu acquiers,tu
-ir,acquérir,indicatif,présent,il acquiert,il
-ir,acquérir,indicatif,présent,nous acquérons,nous
-ir,acquérir,indicatif,présent,vous acquérez,vous
-ir,acquérir,indicatif,présent,elles acquièrent,elles
-ir,acquérir,indicatif,imparfait,j'acquérais,je
-ir,acquérir,indicatif,imparfait,tu acquérais,tu
-ir,acquérir,indicatif,imparfait,elle acquérait,elle
-ir,acquérir,indicatif,imparfait,nous acquérions,nous
-ir,acquérir,indicatif,imparfait,vous acquériez,vous
-ir,acquérir,indicatif,imparfait,ils acquéraient,ils
-ir,acquérir,indicatif,passé composé,j'ai acquis,je
-ir,acquérir,indicatif,passé composé,tu as acquis,tu
-ir,acquérir,indicatif,passé composé,il a acquis,il
-ir,acquérir,indicatif,passé composé,nous avons acquis,nous
-ir,acquérir,indicatif,passé composé,vous avez acquis,vous
-ir,acquérir,indicatif,passé composé,elles ont acquis,elles
-ir,acquérir,indicatif,plus-que-parfait,j'avais acquis,je
-ir,acquérir,indicatif,plus-que-parfait,tu avais acquis,tu
-ir,acquérir,indicatif,plus-que-parfait,elle avait acquis,elle
-ir,acquérir,indicatif,plus-que-parfait,nous avions acquis,nous
-ir,acquérir,indicatif,plus-que-parfait,vous aviez acquis,vous
-ir,acquérir,indicatif,plus-que-parfait,ils avaient acquis,ils
-ir,acquérir,indicatif,futur simple,j'acquerrai,je
-ir,acquérir,indicatif,futur simple,tu acquerras,tu
-ir,acquérir,indicatif,futur simple,il acquerra,il
-ir,acquérir,indicatif,futur simple,nous acquerrons,nous
-ir,acquérir,indicatif,futur simple,vous acquerrez,vous
-ir,acquérir,indicatif,futur simple,elles acquerront,elles
-ir,acquérir,indicatif,passé simple,j'acquis,je
-ir,acquérir,indicatif,passé simple,tu acquis,tu
-ir,acquérir,indicatif,passé simple,elle acquit,elle
-ir,acquérir,indicatif,passé simple,nous acquîmes,nous
-ir,acquérir,indicatif,passé simple,vous acquîtes,vous
-ir,acquérir,indicatif,passé simple,ils acquirent,ils
-ir,acquérir,subjonctif,présent,j'acquière,je
-ir,acquérir,subjonctif,présent,tu acquières,tu
-ir,acquérir,subjonctif,présent,il acquière,il
-ir,acquérir,subjonctif,présent,nous acquérions,nous
-ir,acquérir,subjonctif,présent,vous acquériez,vous
-ir,acquérir,subjonctif,présent,elles acquièrent,elles
-ir,acquérir,subjonctif,imparfait,j'acquisse,je
-ir,acquérir,subjonctif,imparfait,tu acquisses,tu
-ir,acquérir,subjonctif,imparfait,elle acquît,elle
-ir,acquérir,subjonctif,imparfait,nous acquissions,nous
-ir,acquérir,subjonctif,imparfait,vous acquissiez,vous
-ir,acquérir,subjonctif,imparfait,ils acquissent,ils
-ir,acquérir,subjonctif,passé,j'aie acquis,je
-ir,acquérir,subjonctif,passé,tu aies acquis,tu
-ir,acquérir,subjonctif,passé,il ait acquis,il
-ir,acquérir,subjonctif,passé,nous ayons acquis,nous
-ir,acquérir,subjonctif,passé,vous ayez acquis,vous
-ir,acquérir,subjonctif,passé,elles aient acquis,elles
-ir,acquérir,subjonctif,plus-que-parfait,j'eusse acquis,je
-ir,acquérir,subjonctif,plus-que-parfait,tu eusses acquis,tu
-ir,acquérir,subjonctif,plus-que-parfait,elle eût acquis,elle
-ir,acquérir,subjonctif,plus-que-parfait,nous eussions acquis,nous
-ir,acquérir,subjonctif,plus-que-parfait,vous eussiez acquis,vous
-ir,acquérir,subjonctif,plus-que-parfait,ils eussent acquis,ils
-oir,voir,indicatif,présent,je vois,je
-oir,voir,indicatif,présent,tu vois,tu
-oir,voir,indicatif,présent,elle voit,elle
-oir,voir,indicatif,présent,nous voyons,nous
-oir,voir,indicatif,présent,vous voyez,vous
-oir,voir,indicatif,présent,ils voient,ils
-oir,voir,indicatif,imparfait,je voyais,je
-oir,voir,indicatif,imparfait,tu voyais,tu
-oir,voir,indicatif,imparfait,il voyait,il
-oir,voir,indicatif,imparfait,nous voyions,nous
-oir,voir,indicatif,imparfait,vous voyiez,vous
-oir,voir,indicatif,imparfait,elles voyaient,elles
-oir,voir,indicatif,passé composé,j'ai vu,je
-oir,voir,indicatif,passé composé,tu as vu,tu
-oir,voir,indicatif,passé composé,elle a vu,elle
-oir,voir,indicatif,passé composé,nous avons vu,nous
-oir,voir,indicatif,passé composé,vous avez vu,vous
-oir,voir,indicatif,passé composé,ils ont vu,ils
-oir,voir,indicatif,plus-que-parfait,j'avais vu,je
-oir,voir,indicatif,plus-que-parfait,tu avais vu,tu
-oir,voir,indicatif,plus-que-parfait,il avait vu,il
-oir,voir,indicatif,plus-que-parfait,nous avions vu,nous
-oir,voir,indicatif,plus-que-parfait,vous aviez vu,vous
-oir,voir,indicatif,plus-que-parfait,elles avaient vu,elles
-oir,voir,indicatif,futur simple,je verrai,je
-oir,voir,indicatif,futur simple,tu verras,tu
-oir,voir,indicatif,futur simple,elle verra,elle
-oir,voir,indicatif,futur simple,nous verrons,nous
-oir,voir,indicatif,futur simple,vous verrez,vous
-oir,voir,indicatif,futur simple,ils verront,ils
-oir,voir,indicatif,passé simple,je vis,je
-oir,voir,indicatif,passé simple,tu vis,tu
-oir,voir,indicatif,passé simple,il vit,il
-oir,voir,indicatif,passé simple,nous vîmes,nous
-oir,voir,indicatif,passé simple,vous vîtes,vous
-oir,voir,indicatif,passé simple,elles virent,elles
-oir,voir,subjonctif,présent,je voie,je
-oir,voir,subjonctif,présent,tu voies,tu
-oir,voir,subjonctif,présent,il voie,il
-oir,voir,subjonctif,présent,nous voyions,nous
-oir,voir,subjonctif,présent,vous voyiez,vous
-oir,voir,subjonctif,présent,elles voient,elles
-oir,voir,subjonctif,imparfait,je visse,je
-oir,voir,subjonctif,imparfait,tu visses,tu
-oir,voir,subjonctif,imparfait,elle vît,elle
-oir,voir,subjonctif,imparfait,nous vissions,nous
-oir,voir,subjonctif,imparfait,vous vissiez,vous
-oir,voir,subjonctif,imparfait,ils vissent,ils
-oir,voir,subjonctif,passé,j'aie vu,je
-oir,voir,subjonctif,passé,tu aies vu,tu
-oir,voir,subjonctif,passé,il ait vu,il
-oir,voir,subjonctif,passé,nous ayons vu,nous
-oir,voir,subjonctif,passé,vous ayez vu,vous
-oir,voir,subjonctif,passé,elles aient vu,elles
-oir,voir,subjonctif,plus-que-parfait,j'eusse vu,je
-oir,voir,subjonctif,plus-que-parfait,tu eusses vu,tu
-oir,voir,subjonctif,plus-que-parfait,elle eût vu,elle
-oir,voir,subjonctif,plus-que-parfait,nous eussions vu,nous
-oir,voir,subjonctif,plus-que-parfait,vous eussiez vu,vous
-oir,voir,subjonctif,plus-que-parfait,ils eussent vu,ils
-dre,prendre,indicatif,présent,je prends,je
-dre,prendre,indicatif,présent,tu prends,tu
-dre,prendre,indicatif,présent,il prend,il
-dre,prendre,indicatif,présent,nous prenons,nous
-dre,prendre,indicatif,présent,vous prenez,vous
-dre,prendre,indicatif,présent,elles prennent,elles
-dre,prendre,indicatif,imparfait,je prenais,je
-dre,prendre,indicatif,imparfait,tu prenais,tu
-dre,prendre,indicatif,imparfait,elle prenait,elle
-dre,prendre,indicatif,imparfait,nous prenions,nous
-dre,prendre,indicatif,imparfait,vous preniez,vous
-dre,prendre,indicatif,imparfait,ils prenaient,ils
-dre,prendre,indicatif,passé composé,j'ai pris,je
-dre,prendre,indicatif,passé composé,tu as pris,tu
-dre,prendre,indicatif,passé composé,il a pris,il
-dre,prendre,indicatif,passé composé,nous avons pris,nous
-dre,prendre,indicatif,passé composé,vous avez pris,vous
-dre,prendre,indicatif,passé composé,elles ont pris,elles
-dre,prendre,indicatif,plus-que-parfait,j'avais pris,je
-dre,prendre,indicatif,plus-que-parfait,tu avais pris,tu
-dre,prendre,indicatif,plus-que-parfait,elle avait pris,elle
-dre,prendre,indicatif,plus-que-parfait,nous avions pris,nous
-dre,prendre,indicatif,plus-que-parfait,vous aviez pris,vous
-dre,prendre,indicatif,plus-que-parfait,ils avaient pris,ils
-dre,prendre,indicatif,futur simple,je prendrai,je
-dre,prendre,indicatif,futur simple,tu prendras,tu
-dre,prendre,indicatif,futur simple,il prendra,il
-dre,prendre,indicatif,futur simple,nous prendrons,nous
-dre,prendre,indicatif,futur simple,vous prendrez,vous
-dre,prendre,indicatif,futur simple,elles prendront,elles
-dre,prendre,indicatif,passé simple,je pris,je
-dre,prendre,indicatif,passé simple,tu pris,tu
-dre,prendre,indicatif,passé simple,elle prit,elle
-dre,prendre,indicatif,passé simple,nous prîmes,nous
-dre,prendre,indicatif,passé simple,vous prîtes,vous
-dre,prendre,indicatif,passé simple,ils prirent,ils
-dre,prendre,subjonctif,présent,je prenne,je
-dre,prendre,subjonctif,présent,tu prennes,tu
-dre,prendre,subjonctif,présent,il prenne,il
-dre,prendre,subjonctif,présent,nous prenions,nous
-dre,prendre,subjonctif,présent,vous preniez,vous
-dre,prendre,subjonctif,présent,elles prennent,elles
-dre,prendre,subjonctif,imparfait,je prisse,je
-dre,prendre,subjonctif,imparfait,tu prisses,tu
-dre,prendre,subjonctif,imparfait,elle prît,elle
-dre,prendre,subjonctif,imparfait,nous prissions,nous
-dre,prendre,subjonctif,imparfait,vous prissiez,vous
-dre,prendre,subjonctif,imparfait,ils prissent,ils
-dre,prendre,subjonctif,passé,j'aie pris,je
-dre,prendre,subjonctif,passé,tu aies pris,tu
-dre,prendre,subjonctif,passé,il ait pris,il
-dre,prendre,subjonctif,passé,nous ayons pris,nous
-dre,prendre,subjonctif,passé,vous ayez pris,vous
-dre,prendre,subjonctif,passé,elles aient pris,elles
-dre,prendre,subjonctif,plus-que-parfait,j'eusse pris,je
-dre,prendre,subjonctif,plus-que-parfait,tu eusses pris,tu
-dre,prendre,subjonctif,plus-que-parfait,elle eût pris,elle
-dre,prendre,subjonctif,plus-que-parfait,nous eussions pris,nous
-dre,prendre,subjonctif,plus-que-parfait,vous eussiez pris,vous
-dre,prendre,subjonctif,plus-que-parfait,ils eussent pris,ils
-dre,attendre,indicatif,présent,j'attends,je
-dre,attendre,indicatif,présent,tu attends,tu
-dre,attendre,indicatif,présent,elle attend,elle
-dre,attendre,indicatif,présent,nous attendons,nous
-dre,attendre,indicatif,présent,vous attendez,vous
-dre,attendre,indicatif,présent,ils attendent,ils
-dre,attendre,indicatif,imparfait,j'attendais,je
-dre,attendre,indicatif,imparfait,tu attendais,tu
-dre,attendre,indicatif,imparfait,il attendait,il
-dre,attendre,indicatif,imparfait,nous attendions,nous
-dre,attendre,indicatif,imparfait,vous attendiez,vous
-dre,attendre,indicatif,imparfait,elles attendaient,elles
-dre,attendre,indicatif,passé composé,j'ai attendu,je
-dre,attendre,indicatif,passé composé,tu as attendu,tu
-dre,attendre,indicatif,passé composé,il a attendu,il
-dre,attendre,indicatif,passé composé,nous avons attendu,nous
-dre,attendre,indicatif,passé composé,vous avez attendu,vous
-dre,attendre,indicatif,passé composé,elles ont attendu,elles
-dre,attendre,indicatif,plus-que-parfait,j'avais attendu,je
-dre,attendre,indicatif,plus-que-parfait,tu avais attendu,tu
-dre,attendre,indicatif,plus-que-parfait,elle avait attendu,elle
-dre,attendre,indicatif,plus-que-parfait,nous avions attendu,nous
-dre,attendre,indicatif,plus-que-parfait,vous aviez attendu,vous
-dre,attendre,indicatif,plus-que-parfait,ils avaient attendu,ils
-dre,attendre,indicatif,futur simple,j'attendrai,je
-dre,attendre,indicatif,futur simple,tu attendras,tu
-dre,attendre,indicatif,futur simple,il attendra,il
-dre,attendre,indicatif,futur simple,nous attendrons,nous
-dre,attendre,indicatif,futur simple,vous attendrez,vous
-dre,attendre,indicatif,futur simple,elles attendront,elles
-dre,attendre,indicatif,passé simple,j'attendis,je
-dre,attendre,indicatif,passé simple,tu attendis,tu
-dre,attendre,indicatif,passé simple,elle attendit,elle
-dre,attendre,indicatif,passé simple,nous attendîmes,nous
-dre,attendre,indicatif,passé simple,vous attendîtes,vous
-dre,attendre,indicatif,passé simple,ils attendirent,ils
-dre,attendre,subjonctif,présent,j'attende,je
-dre,attendre,subjonctif,présent,tu attendes,tu
-dre,attendre,subjonctif,présent,il attende,il
-dre,attendre,subjonctif,présent,nous attendions,nous
-dre,attendre,subjonctif,présent,vous attendiez,vous
-dre,attendre,subjonctif,présent,elles attendent,elles
-dre,attendre,subjonctif,imparfait,j'attendisse,je
-dre,attendre,subjonctif,imparfait,tu attendisses,tu
-dre,attendre,subjonctif,imparfait,elle attendît,elle
-dre,attendre,subjonctif,imparfait,nous attendissions,nous
-dre,attendre,subjonctif,imparfait,vous attendissiez,vous
-dre,attendre,subjonctif,imparfait,ils attendissent,ils
-dre,attendre,subjonctif,passé,j'aie attendu,je
-dre,attendre,subjonctif,passé,tu aies attendu,tu
-dre,attendre,subjonctif,passé,il ait attendu,il
-dre,attendre,subjonctif,passé,nous ayons attendu,nous
-dre,attendre,subjonctif,passé,vous ayez attendu,vous
-dre,attendre,subjonctif,passé,elles aient attendu,elles
-dre,attendre,subjonctif,plus-que-parfait,j'eusse attendu,je
-dre,attendre,subjonctif,plus-que-parfait,tu eusses attendu,tu
-dre,attendre,subjonctif,plus-que-parfait,elle eût attendu,elle
-dre,attendre,subjonctif,plus-que-parfait,nous eussions attendu,nous
-dre,attendre,subjonctif,plus-que-parfait,vous eussiez attendu,vous
-dre,attendre,subjonctif,plus-que-parfait,ils eussent attendu,ils
-dre,peindre,indicatif,présent,je peins,je
-dre,peindre,indicatif,présent,tu peins,tu
-dre,peindre,indicatif,présent,elle peint,elle
-dre,peindre,indicatif,présent,nous peignons,nous
-dre,peindre,indicatif,présent,vous peignez,vous
-dre,peindre,indicatif,présent,ils peignent,ils
-dre,peindre,indicatif,imparfait,je peignais,je
-dre,peindre,indicatif,imparfait,tu peignais,tu
-dre,peindre,indicatif,imparfait,il peignait,il
-dre,peindre,indicatif,imparfait,nous peignions,nous
-dre,peindre,indicatif,imparfait,vous peigniez,vous
-dre,peindre,indicatif,imparfait,elles peignaient,elles
-dre,peindre,indicatif,passé composé,j'ai peint,je
-dre,peindre,indicatif,passé composé,tu as peint,tu
-dre,peindre,indicatif,passé composé,elle a peint,elle
-dre,peindre,indicatif,passé composé,nous avons peint,nous
-dre,peindre,indicatif,passé composé,vous avez peint,vous
-dre,peindre,indicatif,passé composé,ils ont peint,ils
-dre,peindre,indicatif,plus-que-parfait,j'avais peint,je
-dre,peindre,indicatif,plus-que-parfait,tu avais peint,tu
-dre,peindre,indicatif,plus-que-parfait,il avait peint,il
-dre,peindre,indicatif,plus-que-parfait,nous avions peint,nous
-dre,peindre,indicatif,plus-que-parfait,vous aviez peint,vous
-dre,peindre,indicatif,plus-que-parfait,elles avaient peint,elles
-dre,peindre,indicatif,futur simple,je peindrai,je
-dre,peindre,indicatif,futur simple,tu peindras,tu
-dre,peindre,indicatif,futur simple,il peindra,il
-dre,peindre,indicatif,futur simple,nous peindrons,nous
-dre,peindre,indicatif,futur simple,vous peindrez,vous
-dre,peindre,indicatif,futur simple,ils peindront,ils
-dre,peindre,indicatif,passé simple,je peignis,je
-dre,peindre,indicatif,passé simple,tu peignis,tu
-dre,peindre,indicatif,passé simple,elle peignit,elle
-dre,peindre,indicatif,passé simple,nous peignîmes,nous
-dre,peindre,indicatif,passé simple,vous peignîtes,vous
-dre,peindre,indicatif,passé simple,elles peignirent,elles
-dre,peindre,subjonctif,présent,je peigne,je
-dre,peindre,subjonctif,présent,tu peignes,tu
-dre,peindre,subjonctif,présent,il peigne,il
-dre,peindre,subjonctif,présent,nous peignions,nous
-dre,peindre,subjonctif,présent,vous peigniez,vous
-dre,peindre,subjonctif,présent,elles peignent,elles
-dre,peindre,subjonctif,imparfait,je peignisse,je
-dre,peindre,subjonctif,imparfait,tu peignisses,tu
-dre,peindre,subjonctif,imparfait,elle peignît,elle
-dre,peindre,subjonctif,imparfait,nous peignissions,nous
-dre,peindre,subjonctif,imparfait,vous peignissiez,vous
-dre,peindre,subjonctif,imparfait,ils peignissent,ils
-dre,peindre,subjonctif,passé,j'aie peint,je
-dre,peindre,subjonctif,passé,tu aies peint,tu
-dre,peindre,subjonctif,passé,il ait peint,il
-dre,peindre,subjonctif,passé,nous ayons peint,nous
-dre,peindre,subjonctif,passé,vous ayez peint,vous
-dre,peindre,subjonctif,passé,elles aient peint,elles
-dre,peindre,subjonctif,plus-que-parfait,j'eusse peint,je
-dre,peindre,subjonctif,plus-que-parfait,tu eusses peint,tu
-dre,peindre,subjonctif,plus-que-parfait,elle eût peint,elle
-dre,peindre,subjonctif,plus-que-parfait,nous eussions peint,nous
-dre,peindre,subjonctif,plus-que-parfait,vous eussiez peint,vous
-dre,peindre,subjonctif,plus-que-parfait,ils eussent peint,ils
-oir,recevoir,indicatif,présent,je reçois,je
-oir,recevoir,indicatif,présent,tu reçois,tu
-oir,recevoir,indicatif,présent,il reçoit,il
-oir,recevoir,indicatif,présent,nous recevons,nous
-oir,recevoir,indicatif,présent,vous recevez,vous
-oir,recevoir,indicatif,présent,elles reçoivent,elles
-oir,recevoir,indicatif,imparfait,je recevais,je
-oir,recevoir,indicatif,imparfait,tu recevais,tu
-oir,recevoir,indicatif,imparfait,elle recevait,elle
-oir,recevoir,indicatif,imparfait,nous recevions,nous
-oir,recevoir,indicatif,imparfait,vous receviez,vous
-oir,recevoir,indicatif,imparfait,ils recevaient,ils
-oir,recevoir,indicatif,passé composé,j'ai reçu,je
-oir,recevoir,indicatif,passé composé,tu as reçu,tu
-oir,recevoir,indicatif,passé composé,il a reçu,il
-oir,recevoir,indicatif,passé composé,nous avons reçu,nous
-oir,recevoir,indicatif,passé composé,vous avez reçu,vous
-oir,recevoir,indicatif,passé composé,elles ont reçu,elles
-oir,recevoir,indicatif,plus-que-parfait,j'avais reçu,je
-oir,recevoir,indicatif,plus-que-parfait,tu avais reçu,tu
-oir,recevoir,indicatif,plus-que-parfait,elle avait reçu,elle
-oir,recevoir,indicatif,plus-que-parfait,nous avions reçu,nous
-oir,recevoir,indicatif,plus-que-parfait,vous aviez reçu,vous
-oir,recevoir,indicatif,plus-que-parfait,ils avaient reçu,ils
-oir,recevoir,indicatif,futur simple,je recevrai,je
-oir,recevoir,indicatif,futur simple,tu recevras,tu
-oir,recevoir,indicatif,futur simple,il recevra,il
-oir,recevoir,indicatif,futur simple,nous recevrons,nous
-oir,recevoir,indicatif,futur simple,vous recevrez,vous
-oir,recevoir,indicatif,futur simple,elles recevront,elles
-oir,recevoir,indicatif,passé simple,je reçus,je
-oir,recevoir,indicatif,passé simple,tu reçus,tu
-oir,recevoir,indicatif,passé simple,elle reçut,elle
-oir,recevoir,indicatif,passé simple,nous reçûmes,nous
-oir,recevoir,indicatif,passé simple,vous reçûtes,vous
-oir,recevoir,indicatif,passé simple,ils reçurent,ils
-oir,recevoir,subjonctif,présent,je reçoive,je
-oir,recevoir,subjonctif,présent,tu reçoives,tu
-oir,recevoir,subjonctif,présent,il reçoive,il
-oir,recevoir,subjonctif,présent,nous recevions,nous
-oir,recevoir,subjonctif,présent,vous receviez,vous
-oir,recevoir,subjonctif,présent,elles reçoivent,elles
-oir,recevoir,subjonctif,imparfait,je reçusse,je
-oir,recevoir,subjonctif,imparfait,tu reçusses,tu
-oir,recevoir,subjonctif,imparfait,elle reçût,elle
-oir,recevoir,subjonctif,imparfait,nous reçussions,nous
-oir,recevoir,subjonctif,imparfait,vous reçussiez,vous
-oir,recevoir,subjonctif,imparfait,ils reçussent,ils
-oir,recevoir,subjonctif,passé,j'aie reçu,je
-oir,recevoir,subjonctif,passé,tu aies reçu,tu
-oir,recevoir,subjonctif,passé,il ait reçu,il
-oir,recevoir,subjonctif,passé,nous ayons reçu,nous
-oir,recevoir,subjonctif,passé,vous ayez reçu,vous
-oir,recevoir,subjonctif,passé,elles aient reçu,elles
-oir,recevoir,subjonctif,plus-que-parfait,j'eusse reçu,je
-oir,recevoir,subjonctif,plus-que-parfait,tu eusses reçu,tu
-oir,recevoir,subjonctif,plus-que-parfait,elle eût reçu,elle
-oir,recevoir,subjonctif,plus-que-parfait,nous eussions reçu,nous
-oir,recevoir,subjonctif,plus-que-parfait,vous eussiez reçu,vous
-oir,recevoir,subjonctif,plus-que-parfait,ils eussent reçu,ils
-er,placer,indicatif,présent,je place,je
-er,placer,indicatif,présent,tu places,tu
-er,placer,indicatif,présent,il place,il
-er,placer,indicatif,présent,nous plaçons,nous
-er,placer,indicatif,présent,vous placez,vous
-er,placer,indicatif,présent,elles placent,elles
-er,placer,indicatif,imparfait,je plaçais,je
-er,placer,indicatif,imparfait,tu plaçais,tu
-er,placer,indicatif,imparfait,elle plaçait,elle
-er,placer,indicatif,imparfait,nous placions,nous
-er,placer,indicatif,imparfait,vous placiez,vous
-er,placer,indicatif,imparfait,ils plaçaient,ils
-er,placer,indicatif,passé composé,j'ai placé,je
-er,placer,indicatif,passé composé,tu as placé,tu
-er,placer,indicatif,passé composé,il a placé,il
-er,placer,indicatif,passé composé,nous avons placé,nous
-er,placer,indicatif,passé composé,vous avez placé,vous
-er,placer,indicatif,passé composé,elles ont placé,elles
-er,placer,indicatif,plus-que-parfait,j'avais placé,je
-er,placer,indicatif,plus-que-parfait,tu avais placé,tu
-er,placer,indicatif,plus-que-parfait,elle avait placé,elle
-er,placer,indicatif,plus-que-parfait,nous avions placé,nous
-er,placer,indicatif,plus-que-parfait,vous aviez placé,vous
-er,placer,indicatif,plus-que-parfait,ils avaient placé,ils
-er,placer,indicatif,futur simple,je placerai,je
-er,placer,indicatif,futur simple,tu placeras,tu
-er,placer,indicatif,futur simple,il placera,il
-er,placer,indicatif,futur simple,nous placerons,nous
-er,placer,indicatif,futur simple,vous placerez,vous
-er,placer,indicatif,futur simple,elles placeront,elles
-er,placer,indicatif,passé simple,je plaçai,je
-er,placer,indicatif,passé simple,tu plaças,tu
-er,placer,indicatif,passé simple,elle plaça,elle
-er,placer,indicatif,passé simple,nous plaçâmes,nous
-er,placer,indicatif,passé simple,vous plaçâtes,vous
-er,placer,indicatif,passé simple,ils placèrent,ils
-er,placer,subjonctif,présent,je place,je
-er,placer,subjonctif,présent,tu places,tu
-er,placer,subjonctif,présent,il place,il
-er,placer,subjonctif,présent,nous placions,nous
-er,placer,subjonctif,présent,vous placiez,vous
-er,placer,subjonctif,présent,elles placent,elles
-er,placer,subjonctif,imparfait,je plaçasse,je
-er,placer,subjonctif,imparfait,tu plaçasses,tu
-er,placer,subjonctif,imparfait,elle plaçât,elle
-er,placer,subjonctif,imparfait,nous plaçassions,nous
-er,placer,subjonctif,imparfait,vous plaçassiez,vous
-er,placer,subjonctif,imparfait,ils plaçassent,ils
-er,placer,subjonctif,passé,j'aie placé,je
-er,placer,subjonctif,passé,tu aies placé,tu
-er,placer,subjonctif,passé,il ait placé,il
-er,placer,subjonctif,passé,nous ayons placé,nous
-er,placer,subjonctif,passé,vous ayez placé,vous
-er,placer,subjonctif,passé,elles aient placé,elles
-er,placer,subjonctif,plus-que-parfait,j'eusse placé,je
-er,placer,subjonctif,plus-que-parfait,tu eusses placé,tu
-er,placer,subjonctif,plus-que-parfait,elle eût placé,elle
-er,placer,subjonctif,plus-que-parfait,nous eussions placé,nous
-er,placer,subjonctif,plus-que-parfait,vous eussiez placé,vous
-er,placer,subjonctif,plus-que-parfait,ils eussent placé,ils
-er,aimer,conditionnel,présent,j'aimerais
-er,aimer,conditionnel,présent,tu aimerais
-er,aimer,conditionnel,présent,il aimerait
-er,aimer,conditionnel,présent,nous aimerions
-er,aimer,conditionnel,présent,vous aimeriez
-er,aimer,conditionnel,présent,elles aimeraient
-er,aimer,conditionnel,passé,j'aurais aimé
-er,aimer,conditionnel,passé,tu aurais aimé
-er,aimer,conditionnel,passé,elle aurait aimé
-er,aimer,conditionnel,passé,nous aurions aimé
-er,aimer,conditionnel,passé,vous auriez aimé
-er,aimer,conditionnel,passé,ils auraient aimé
-er,manger,conditionnel,présent,je mangerais
-er,manger,conditionnel,présent,tu mangerais
-er,manger,conditionnel,présent,elle mangerait
-er,manger,conditionnel,présent,nous mangerions
-er,manger,conditionnel,présent,vous mangeriez
-er,manger,conditionnel,présent,ils mangeraient
-er,manger,conditionnel,passé,j'aurais mangé
-er,manger,conditionnel,passé,tu aurais mangé
-er,manger,conditionnel,passé,il aurait mangé
-er,manger,conditionnel,passé,nous aurions mangé
-er,manger,conditionnel,passé,vous auriez mangé
-er,manger,conditionnel,passé,elles auraient mangé
-er,appeler,conditionnel,présent,j'appellerais
-er,appeler,conditionnel,présent,tu appellerais
-er,appeler,conditionnel,présent,il appellerait
-er,appeler,conditionnel,présent,nous appellerions
-er,appeler,conditionnel,présent,vous appelleriez
-er,appeler,conditionnel,présent,elles appelleraient
-er,appeler,conditionnel,passé,j'aurais appelé
-er,appeler,conditionnel,passé,tu aurais appelé
